"kementerian_nama","program","unit_organisasi","kegiatan","unit_eselon2","fungsi","subfungsi","output_program","output","satuan","dijumlahkan","multiyears","jns_output","rab","tor","sasaran_kegiatan","sasaran_program","sasaran_strategis","suboutput","komponen","jns_komponen","type_komponen","indikasi_pbj","satuan_komponen","kewenangan","propinsi","kabupaten","nawacita","janpres","tematiks","pb","pn","pp","kp","pro_pn","pns","pps","kps","pro_pns","kerangka_regulasi","alokasi_rp","alokasi_pnbp","alokasi_blu","alokasi_pln","alokasi_rmp","alokasi_pdn","alokasi_hibah","alokasi_ph","alokasi_hn","alokasi_sbsn","alokasi_total","alokasi_1","alokasi_2","alokasi_3"
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1890-Penyelenggaraan Pengawasan Lingkup Ditjen Minyak dan Gas Bumi, Badan Pengembangan Sumber Daya Manusia Energi dan Sumber Daya Mineral, dan Badan Pengatur Penyediaan dan Pendistribusian Bahan Bakar Minyak dan Kegiatan Usaha Pengangkutan Melalui Pipa","04-Inspektorat Jenderal IV","EKONOMI","EKONOMI LAINNYA","02-Meningkatnya Penataan Tata Laksana Pengawasan Intern yang Efektif dan Efisien","965-Layanan Audit Internal","1-Layanan","false","false","Reguler Lanjutan / MYC","RAB 965 - Layanan Audit Internal - irat IV.pdf","TOR 965 - Layanan Audit Internal - irat IV.pdf","01-Terselenggaranya Pengawasan Lingkup Ditjen Minyak dan Gas Bumi, Badan Pengembangan Sumber Daya Manusia Energi dan Sumber Daya Mineral, dan BPH Migas","02-Penataan Tata Laksana Pengawasan Intern yang efektif dan Efisien","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","001-tanpa suboutput","060-Penetapan Tindak Lanjut Hasil Pengawasan Inspektorat IV","Utama","NON OPS","Swakelola","Layanan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",225240,0,0,0,0,0,0,0,0,0,225240,350000,560000,780000
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1890-Penyelenggaraan Pengawasan Lingkup Ditjen Minyak dan Gas Bumi, Badan Pengembangan Sumber Daya Manusia Energi dan Sumber Daya Mineral, dan Badan Pengatur Penyediaan dan Pendistribusian Bahan Bakar Minyak dan Kegiatan Usaha Pengangkutan Melalui Pipa","04-Inspektorat Jenderal IV","EKONOMI","EKONOMI LAINNYA","02-Meningkatnya Penataan Tata Laksana Pengawasan Intern yang Efektif dan Efisien","965-Layanan Audit Internal","1-Layanan","false","false","Reguler Lanjutan / MYC","RAB 965 - Layanan Audit Internal - irat IV.pdf","TOR 965 - Layanan Audit Internal - irat IV.pdf","01-Terselenggaranya Pengawasan Lingkup Ditjen Minyak dan Gas Bumi, Badan Pengembangan Sumber Daya Manusia Energi dan Sumber Daya Mineral, dan BPH Migas","02-Penataan Tata Laksana Pengawasan Intern yang efektif dan Efisien","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","001-tanpa suboutput","061-Pelaksanaan Pengawasan Lainnya Inspektorat IV","Utama","NON OPS","Swakelola","Layanan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",375760,0,0,0,0,0,0,0,0,0,375760,450000,657800,857800
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1890-Penyelenggaraan Pengawasan Lingkup Ditjen Minyak dan Gas Bumi, Badan Pengembangan Sumber Daya Manusia Energi dan Sumber Daya Mineral, dan Badan Pengatur Penyediaan dan Pendistribusian Bahan Bakar Minyak dan Kegiatan Usaha Pengangkutan Melalui Pipa","04-Inspektorat Jenderal IV","EKONOMI","EKONOMI LAINNYA","02-Meningkatnya Penataan Tata Laksana Pengawasan Intern yang Efektif dan Efisien","965-Layanan Audit Internal","1-Layanan","false","false","Reguler Lanjutan / MYC","RAB 965 - Layanan Audit Internal - irat IV.pdf","TOR 965 - Layanan Audit Internal - irat IV.pdf","01-Terselenggaranya Pengawasan Lingkup Ditjen Minyak dan Gas Bumi, Badan Pengembangan Sumber Daya Manusia Energi dan Sumber Daya Mineral, dan BPH Migas","02-Penataan Tata Laksana Pengawasan Intern yang efektif dan Efisien","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","001-tanpa suboutput","062-Penyusunan dan Implementasi Risk Manajemen","Utama","NON OPS","Swakelola","Layanan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",450730,0,0,0,0,0,0,0,0,0,450730,550730,570000,765000
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1890-Penyelenggaraan Pengawasan Lingkup Ditjen Minyak dan Gas Bumi, Badan Pengembangan Sumber Daya Manusia Energi dan Sumber Daya Mineral, dan Badan Pengatur Penyediaan dan Pendistribusian Bahan Bakar Minyak dan Kegiatan Usaha Pengangkutan Melalui Pipa","04-Inspektorat Jenderal IV","EKONOMI","EKONOMI LAINNYA","02-Meningkatnya Penataan Tata Laksana Pengawasan Intern yang Efektif dan Efisien","965-Layanan Audit Internal","1-Layanan","false","false","Reguler Lanjutan / MYC","RAB 965 - Layanan Audit Internal - irat IV.pdf","TOR 965 - Layanan Audit Internal - irat IV.pdf","01-Terselenggaranya Pengawasan Lingkup Ditjen Minyak dan Gas Bumi, Badan Pengembangan Sumber Daya Manusia Energi dan Sumber Daya Mineral, dan BPH Migas","02-Penataan Tata Laksana Pengawasan Intern yang efektif dan Efisien","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","001-tanpa suboutput","063-Monitoring Peningkatan Reformasi Birokrasi","Utama","NON OPS","Swakelola","Layanan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",483948,0,0,0,0,0,0,0,0,0,483948,700000,850000,900000
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1890-Penyelenggaraan Pengawasan Lingkup Ditjen Minyak dan Gas Bumi, Badan Pengembangan Sumber Daya Manusia Energi dan Sumber Daya Mineral, dan Badan Pengatur Penyediaan dan Pendistribusian Bahan Bakar Minyak dan Kegiatan Usaha Pengangkutan Melalui Pipa","04-Inspektorat Jenderal IV","EKONOMI","EKONOMI LAINNYA","02-Meningkatnya Penataan Tata Laksana Pengawasan Intern yang Efektif dan Efisien","965-Layanan Audit Internal","1-Layanan","false","false","Reguler Lanjutan / MYC","RAB 965 - Layanan Audit Internal - irat IV.pdf","TOR 965 - Layanan Audit Internal - irat IV.pdf","01-Terselenggaranya Pengawasan Lingkup Ditjen Minyak dan Gas Bumi, Badan Pengembangan Sumber Daya Manusia Energi dan Sumber Daya Mineral, dan BPH Migas","02-Penataan Tata Laksana Pengawasan Intern yang efektif dan Efisien","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","001-tanpa suboutput","064-Monitoring Infrastruktur","Utama","NON OPS","Swakelola","Layanan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1890-Penyelenggaraan Pengawasan Lingkup Ditjen Minyak dan Gas Bumi, Badan Pengembangan Sumber Daya Manusia Energi dan Sumber Daya Mineral, dan Badan Pengatur Penyediaan dan Pendistribusian Bahan Bakar Minyak dan Kegiatan Usaha Pengangkutan Melalui Pipa","04-Inspektorat Jenderal IV","EKONOMI","EKONOMI LAINNYA","02-Meningkatnya Penataan Tata Laksana Pengawasan Intern yang Efektif dan Efisien","965-Layanan Audit Internal","1-Layanan","false","false","Reguler Lanjutan / MYC","RAB 965 - Layanan Audit Internal - irat IV.pdf","TOR 965 - Layanan Audit Internal - irat IV.pdf","01-Terselenggaranya Pengawasan Lingkup Ditjen Minyak dan Gas Bumi, Badan Pengembangan Sumber Daya Manusia Energi dan Sumber Daya Mineral, dan BPH Migas","02-Penataan Tata Laksana Pengawasan Intern yang efektif dan Efisien","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","001-tanpa suboutput","065-Pelaksanaan Pengawasan Terpadu Lingkup Kementerian Energi dan Sumber Daya Mineral","Utama","NON OPS","Swakelola","Layanan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",14691034,0,0,0,0,0,0,0,0,0,14691034,14691034,14691034,14691034
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1890-Penyelenggaraan Pengawasan Lingkup Ditjen Minyak dan Gas Bumi, Badan Pengembangan Sumber Daya Manusia Energi dan Sumber Daya Mineral, dan Badan Pengatur Penyediaan dan Pendistribusian Bahan Bakar Minyak dan Kegiatan Usaha Pengangkutan Melalui Pipa","04-Inspektorat Jenderal IV","EKONOMI","EKONOMI LAINNYA","02-Meningkatnya Penataan Tata Laksana Pengawasan Intern yang Efektif dan Efisien","970-Layanan Dukungan Manajemen Satker","1-Layanan","true","false","Reguler Lanjutan / MYC","RAB 970 - Layanan Duk Manajemen Satker - irat IV.pdf","TOR 970 - Layanan Duk Manajemen Satker - irat IV.pdf","01-Terselenggaranya Pengawasan Lingkup Ditjen Minyak dan Gas Bumi, Badan Pengembangan Sumber Daya Manusia Energi dan Sumber Daya Mineral, dan BPH Migas","02-Penataan Tata Laksana Pengawasan Intern yang efektif dan Efisien","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","001-tanpa sub output","056-Pelaksanaan Unsur Penunjang Pengawasan","Utama","NON OPS","Swakelola","Layanan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",304562,0,0,0,0,0,0,0,0,0,304562,400524,600500,750500
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1890-Penyelenggaraan Pengawasan Lingkup Ditjen Minyak dan Gas Bumi, Badan Pengembangan Sumber Daya Manusia Energi dan Sumber Daya Mineral, dan Badan Pengatur Penyediaan dan Pendistribusian Bahan Bakar Minyak dan Kegiatan Usaha Pengangkutan Melalui Pipa","04-Inspektorat Jenderal IV","EKONOMI","EKONOMI LAINNYA","02-Meningkatnya Penataan Tata Laksana Pengawasan Intern yang Efektif dan Efisien","970-Layanan Dukungan Manajemen Satker","1-Layanan","true","false","Reguler Lanjutan / MYC","RAB 970 - Layanan Duk Manajemen Satker - irat IV.pdf","TOR 970 - Layanan Duk Manajemen Satker - irat IV.pdf","01-Terselenggaranya Pengawasan Lingkup Ditjen Minyak dan Gas Bumi, Badan Pengembangan Sumber Daya Manusia Energi dan Sumber Daya Mineral, dan BPH Migas","02-Penataan Tata Laksana Pengawasan Intern yang efektif dan Efisien","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","001-tanpa sub output","057-Penyusunan Laporan Kegiatan Inspektorat IV","Utama","NON OPS","Swakelola","Layanan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",42645,0,0,0,0,0,0,0,0,0,42645,66076,86076,96000
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1891-Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","05-Sekretariat Inspektorat Jenderal","EKONOMI","BAHAN BAKAR DAN ENERGI","03-Meningkatnya Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","901-Perencanaan [SBKU]","2-Laporan","false","false","Reguler Lanjutan / MYC","RAB 901 - SES.pdf","TOR 901 - SES.pdf","01-Terselenggaranya Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","03-Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","U01-DOKUMEN RENCANA KERJA DAN ANGGARAN (RKA) SATKER ESELON 1 TANPA SATKER VERTIKAL","051-Penyusunan Rencana Kerja Anggaran Inspektorat Jenderal","Utama","NON OPS","Kombinasi","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",64130,0,0,0,0,0,0,0,0,0,64130,74130,84130,94130
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1891-Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","05-Sekretariat Inspektorat Jenderal","EKONOMI","BAHAN BAKAR DAN ENERGI","03-Meningkatnya Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","901-Perencanaan [SBKU]","2-Laporan","false","false","Reguler Lanjutan / MYC","RAB 901 - SES.pdf","TOR 901 - SES.pdf","01-Terselenggaranya Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","03-Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","U10-Dokumen LAKIN Satker Eselon I tanpa satker vertikal","051-Penyusunan Laporan Kinerja (LKj)","Utama","NON OPS","Kombinasi","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",21360,0,0,0,0,0,0,0,0,0,21360,31360,41360,51360
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1891-Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","05-Sekretariat Inspektorat Jenderal","EKONOMI","BAHAN BAKAR DAN ENERGI","03-Meningkatnya Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","950-Layanan Dukungan Manajemen Eselon I","1-Layanan","false","false","Reguler Lanjutan / MYC","TOR 950 - SES_1.pdf","TOR 950 - SES_1.pdf","01-Terselenggaranya Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","03-Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","001-tanpa suboutput","062-Koordinasi Penyusunan Anggaran","Utama","NON OPS","Kombinasi","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",271288,0,0,0,0,0,0,0,0,0,271288,371288,471288,571288
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1891-Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","05-Sekretariat Inspektorat Jenderal","EKONOMI","BAHAN BAKAR DAN ENERGI","03-Meningkatnya Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","950-Layanan Dukungan Manajemen Eselon I","1-Layanan","false","false","Reguler Lanjutan / MYC","TOR 950 - SES_1.pdf","TOR 950 - SES_1.pdf","01-Terselenggaranya Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","03-Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","001-tanpa suboutput","063-Monitoring dan Evaluasi RKA-K/L","Utama","NON OPS","Kombinasi","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",338054,0,0,0,0,0,0,0,0,0,338054,438054,538054,738054
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1891-Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","05-Sekretariat Inspektorat Jenderal","EKONOMI","BAHAN BAKAR DAN ENERGI","03-Meningkatnya Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","950-Layanan Dukungan Manajemen Eselon I","1-Layanan","false","false","Reguler Lanjutan / MYC","TOR 950 - SES_1.pdf","TOR 950 - SES_1.pdf","01-Terselenggaranya Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","03-Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","001-tanpa suboutput","064-Penyusunan Laporan Keuangan","Utama","NON OPS","Kombinasi","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",302651,0,0,0,0,0,0,0,0,0,302651,402651,502651,602651
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1891-Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","05-Sekretariat Inspektorat Jenderal","EKONOMI","BAHAN BAKAR DAN ENERGI","03-Meningkatnya Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","950-Layanan Dukungan Manajemen Eselon I","1-Layanan","false","false","Reguler Lanjutan / MYC","TOR 950 - SES_1.pdf","TOR 950 - SES_1.pdf","01-Terselenggaranya Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","03-Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","001-tanpa suboutput","065-Pengelolaan Perbendaharaan","Utama","NON OPS","Kombinasi","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",307150,0,0,0,0,0,0,0,0,0,307150,407150,507150,607150
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1891-Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","05-Sekretariat Inspektorat Jenderal","EKONOMI","BAHAN BAKAR DAN ENERGI","03-Meningkatnya Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","950-Layanan Dukungan Manajemen Eselon I","1-Layanan","false","false","Reguler Lanjutan / MYC","TOR 950 - SES_1.pdf","TOR 950 - SES_1.pdf","01-Terselenggaranya Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","03-Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","001-tanpa suboutput","066-Tatalaksana Keuangan","Utama","NON OPS","Kombinasi","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",305143,0,0,0,0,0,0,0,0,0,305143,405143,505143,505143
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1891-Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","05-Sekretariat Inspektorat Jenderal","EKONOMI","BAHAN BAKAR DAN ENERGI","03-Meningkatnya Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","950-Layanan Dukungan Manajemen Eselon I","1-Layanan","false","false","Reguler Lanjutan / MYC","TOR 950 - SES_1.pdf","TOR 950 - SES_1.pdf","01-Terselenggaranya Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","03-Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","001-tanpa suboutput","067-Pelaksanaan Revisi Anggaran","Utama","NON OPS","Swakelola","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",192166,0,0,0,0,0,0,0,0,0,192166,292166,392166,492166
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1891-Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","05-Sekretariat Inspektorat Jenderal","EKONOMI","BAHAN BAKAR DAN ENERGI","03-Meningkatnya Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","950-Layanan Dukungan Manajemen Eselon I","1-Layanan","false","false","Reguler Lanjutan / MYC","TOR 950 - SES_1.pdf","TOR 950 - SES_1.pdf","01-Terselenggaranya Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","03-Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","001-tanpa suboutput","068-Penatausahaan BMN","Utama","NON OPS","Kombinasi","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",216045,0,0,0,0,0,0,0,0,0,216045,316045,416045,516045
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1891-Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","05-Sekretariat Inspektorat Jenderal","EKONOMI","BAHAN BAKAR DAN ENERGI","03-Meningkatnya Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","950-Layanan Dukungan Manajemen Eselon I","1-Layanan","false","false","Reguler Lanjutan / MYC","TOR 950 - SES_1.pdf","TOR 950 - SES_1.pdf","01-Terselenggaranya Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","03-Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","001-tanpa suboutput","069-Pengelolaan Sistem Akuntansi Instansi","Utama","NON OPS","Kombinasi","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",222088,0,0,0,0,0,0,0,0,0,222088,322088,422088,522088
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1891-Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","05-Sekretariat Inspektorat Jenderal","EKONOMI","BAHAN BAKAR DAN ENERGI","03-Meningkatnya Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","950-Layanan Dukungan Manajemen Eselon I","1-Layanan","false","false","Reguler Lanjutan / MYC","TOR 950 - SES_1.pdf","TOR 950 - SES_1.pdf","01-Terselenggaranya Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","03-Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","001-tanpa suboutput","070-Pengelolaan Monitoring Tindak Lanjut Hasil Pengawasan","Utama","NON OPS","Kombinasi","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",1330588,0,0,0,0,0,0,0,0,0,1330588,1430588,1530588,1630588
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.02.03-Program Pengawasan dan Peningkatan Akuntabilitas Aparatur Kementerian ESDM","02-Inspektorat Jenderal","1891-Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","05-Sekretariat Inspektorat Jenderal","EKONOMI","BAHAN BAKAR DAN ENERGI","03-Meningkatnya Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","950-Layanan Dukungan Manajemen Eselon I","1-Layanan","false","false","Reguler Lanjutan / MYC","TOR 950 - SES_1.pdf","TOR 950 - SES_1.pdf","01-Terselenggaranya Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal Kementerian Energi dan Sumber Daya Mineral","03-Reformasi Birokrasi dan Dukungan Pelaksanaan Pengawasan Intern yang berkualitas","06-Pembinaan, Pengawasan dan Pengendalian Sektor ESDM yang Efektif","001-tanpa suboutput","071-Monitoring Program Kerja Pengawasan Tahunan (PKPT)","Utama","NON OPS","Kombinasi","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",258648,0,0,0,0,0,0,0,0,0,258648,358648,458648,558648
